Date,Open,High,Low,Close,Adj Close,Volume
2017-08-29,45640,46080,45160,46080,13711.93652,12623650
2017-08-30,46380,46400,45960,46200,13747.64453,7513000
2017-08-31,46220,46640,46000,46320,13783.35156,11011700
2017-09-01,46460,46640,46300,46480,13830.96387,10641700
2017-09-04,45780,46360,45500,46040,13700.0332,7943500
2017-09-05,46240,46900,45960,46760,13914.28223,11716100
2017-09-06,46760,47180,46700,47000,13985.69824,10811050
2017-09-07,47000,48220,47000,48120,14318.97559,9676500
2017-09-08,48700,49180,48580,49080,14604.64063,10893000
2017-09-11,49700,50180,49500,49800,14818.88965,10374750
2017-09-12,50200,50220,49140,49600,14759.37695,12029750
2017-09-13,49820,50400,49440,49620,14765.32813,9357000
2017-09-14,50060,50320,49760,50300,14967.67383,14204750
2017-09-15,50300,50560,49860,50400,14997.43066,10757300
2017-09-18,50540,52480,50520,52480,15616.37305,11524950
2017-09-19,52500,52640,51780,52120,15509.24902,9850400
2017-09-20,52120,52500,51840,52220,15539.00488,9292750
2017-09-21,52220,52960,52220,52800,15711.59375,8839800
2017-09-25,53000,53680,53000,53620,15955.59766,9303100
2017-09-26,53620,53620,53620,53620,15955.59766,0
2017-09-27,52000,52200,51500,51680,15378.31738,10797000
2017-09-28,52260,52460,51260,51260,17643.07422,12025450
2017-09-29,51180,51620,50840,51280,17649.95703,12909400
2017-10-10,53360,53640,52800,52800,18173.12305,20519800
2017-10-11,53600,54760,53340,54640,18806.42969,13652150
2017-10-12,54840,55160,54100,54800,18861.5,13890700
2017-10-13,54540,54840,53780,54000,18586.15039,12601650
2017-10-16,53980,54860,53760,53920,18558.61523,9769950
2017-10-17,54020,55380,54000,54800,18861.5,10607800
2017-10-18,54820,55240,54040,54760,18847.73242,10110750
2017-10-19,54700,54700,52980,52980,18235.07813,12108700
2017-10-20,52800,54100,52800,53840,18531.08008,8027050
2017-10-23,54600,54640,54000,54300,18689.40625,8311050
2017-10-24,54700,54780,54040,54040,18599.91602,5806050
2017-10-25,54040,54420,53700,53900,18551.73047,5882850
2017-10-26,53720,53900,52400,52400,18035.44727,9776550
2017-10-27,52400,53320,52140,53080,18269.49805,7392500
2017-10-30,53780,54320,53700,54040,18599.91602,8196150
2017-10-31,54060,55440,53500,55080,18957.87109,13381550
2017-11-01,57500,57500,56180,57220,19694.43359,14510250
2017-11-02,57500,57520,56760,57060,19639.36523,10721050
2017-11-03,57060,57140,55860,56380,19405.31641,9935800
2017-11-06,56380,56500,55340,56380,19405.31641,9000950
2017-11-07,56380,56920,55860,56100,19308.94336,7464550
2017-11-08,56100,57060,55860,56760,19536.10742,8520200
2017-11-09,56920,56920,55900,56340,19391.54883,11994050
2017-11-10,55800,56540,55780,56400,19412.20117,6748800
2017-11-13,56400,56800,56100,56380,19405.31641,8806650
2017-11-14,56380,56740,55920,55920,19246.99023,6725000
2017-11-15,55920,56320,55320,55340,19047.36133,8816950
2017-11-17,56400,56880,55820,55820,19212.57227,10733150
2017-11-20,55900,55980,55200,55200,18999.17578,9472750
2017-11-21,55400,55840,55280,55280,19026.71094,10324700
2017-11-22,55980,56200,55620,55960,19260.75781,7952950
2017-11-24,55300,55500,55180,55460,19088.66211,4536200
2017-11-27,55360,55360,52640,52640,18118.05273,18128900
2017-11-28,52700,53280,51720,53280,18338.33398,13499400
2017-11-29,53200,53240,52500,52600,18104.28711,9590250
2017-11-30,50800,51860,50200,50800,17484.74805,29634150
2017-12-01,50800,51780,50800,50840,17498.51563,12868600
2017-12-04,50840,51340,50020,51340,17670.61133,14865050
2017-12-05,50600,51300,50280,51260,17643.07422,9326550
2017-12-06,51260,51560,50020,50020,17216.2832,10889200
2017-12-07,50040,50980,50020,50740,17464.09766,11065600
2017-12-08,51360,52000,51040,52000,17897.77344,11290450
2017-12-11,52000,52040,51500,51780,17822.05273,8125850
2017-12-12,51820,52100,51660,52100,17932.19336,8765050
2017-12-13,52100,52100,51100,51320,17663.72656,11333700
2017-12-14,51320,52280,51060,51060,17574.23633,20310400
2017-12-15,51240,51480,50520,50620,17422.79492,14928550
2017-12-18,50620,51240,50620,51200,17622.42188,7350250
2017-12-19,51540,52080,51520,51560,17746.33203,11978600
2017-12-21,51000,51060,49100,49140,16913.39648,15624300
2017-12-22,49400,49960,49240,49700,17106.14063,11199650
2017-12-26,49760,50100,48200,48200,16589.85938,16039850
2017-12-27,48960,49560,48460,49360,30669.49414,10743600
2017-12-28,49560,50960,49500,50960,31663.64063,8985450
2018-01-03,52540,52560,51420,51620,32073.72852,10013500
2018-01-04,52120,52180,50640,51080,31738.20508,11695450
2018-01-05,51300,52120,51200,52120,32384.40039,9481150
2018-01-08,52400,52520,51500,52020,32322.26367,8383650
2018-01-09,51460,51720,49980,50400,31315.69141,18013600
2018-01-10,50500,50520,48640,48840,30346.39453,18566800
2018-01-11,48200,49260,48020,48240,29973.58984,25123800
2018-01-12,48240,48480,46760,48200,29948.73242,27270450
2018-01-15,48800,48980,47920,48540,30159.99219,10096000
2018-01-16,48760,50140,48620,50000,31067.1543,20389650
2018-01-17,50020,50020,49060,49620,30831.04102,11053050
2018-01-18,50020,50640,49820,49900,31005.01758,14848850
2018-01-19,50380,50380,49040,49320,30644.64063,9219950
2018-01-22,48640,48680,47960,48240,29973.58984,12520900
2018-01-23,48660,49160,48300,49160,30545.22461,13532700
2018-01-24,48860,49700,48560,49340,30657.06641,9550500
2018-01-25,49220,50360,49160,50260,31228.70117,11160350
2018-01-26,50500,50780,49840,50780,31551.79883,10350100
2018-01-29,51200,51480,50900,51220,31825.19336,11838800
2018-01-30,50440,50640,49780,49800,30942.88281,12284550
2018-01-31,50020,54140,49600,49900,31005.01758,64681300
2018-02-01,50620,50960,49720,49820,30955.3125,27609450
2018-02-02,49380,49400,47700,47700,29638.0625,29260350
2018-02-05,46500,48320,46000,47920,29774.75977,28357900
2018-02-06,46600,47920,46580,47420,29464.08789,19406450
2018-02-07,48240,48260,45800,45800,28457.51172,23448050
2018-02-08,46120,46620,45980,46000,28581.7793,23251050
2018-02-09,44440,45180,44420,44700,27774.0332,17465000
2018-02-12,45100,46320,45040,45720,28407.80469,15754950
2018-02-13,46200,48060,46200,47540,29538.64648,18923250
2018-02-14,48080,49100,47940,49000,30445.81055,18905900
2018-02-19,49800,49800,47860,48380,30060.57617,15353450
2018-02-20,48040,48160,47220,47400,29451.66016,10122600
2018-02-21,47280,47580,46840,47280,29377.09766,12880200
2018-02-22,47260,47260,46760,46760,29054.00195,8869950
2018-02-23,46760,47800,46760,47220,29339.82031,12423300
2018-02-26,47280,47560,47080,47380,29439.23242,9560650
2018-02-27,48360,48380,47380,47380,29439.23242,9830550
2018-02-28,47380,48100,47000,47060,29240.4043,15162350
2018-03-02,46580,46800,46000,46020,28594.20703,13265500
2018-03-05,45820,46160,45080,45200,28084.70703,14100950
2018-03-06,45920,47100,45820,47020,29215.55078,15423350
2018-03-07,48200,48900,47220,48620,30209.70117,21427050
2018-03-08,49200,49480,48080,49200,30570.07813,19463650
2018-03-09,49440,50540,49240,49740,30905.60156,14304400
2018-03-12,50560,50780,49580,49740,30905.60156,8688950
2018-03-13,50760,51660,50360,51660,32098.58203,20098700
2018-03-14,51020,52000,51000,51760,32160.7168,12713250
2018-03-15,52000,52020,51020,51540,32024.01953,8882450
2018-03-16,51220,51420,50240,51140,31775.48242,12184900
2018-03-19,50620,51340,50440,50740,31526.94727,8218850
2018-03-20,50700,51200,50100,51200,31812.76563,8193250
2018-03-21,51780,51780,51060,51060,31725.77734,8905200
2018-03-22,51060,51780,51040,51780,32173.14453,8454100
2018-03-23,50340,50720,49600,49720,30893.17578,14854950
2018-03-26,49420,50280,49040,50280,31241.12891,10057750
2018-03-27,50320,50460,49080,49980,31054.72656,11874000
2018-03-28,49100,49100,48340,48700,30259.40625,15159450
2018-03-29,48700,49560,48320,49040,47868.42578,10067000
2018-03-30,49080,49900,49080,49220,48044.12891,7777100
2018-04-02,49000,49220,48500,48540,47380.375,7115650
2018-04-03,47880,48140,47280,48120,46970.40625,12768250
2018-04-04,48160,48260,46920,46920,45799.07422,12384200
2018-04-05,47400,49380,47340,48740,47575.59375,13245600
2018-04-06,48000,48580,47400,48400,47243.71875,12532700
2018-04-09,48260,49440,48200,49200,48024.60547,9950400
2018-04-10,48540,49220,48040,48880,47712.25391,10984350
2018-04-11,49900,49900,48600,48860,47692.73047,10051100
2018-04-12,49440,49440,48880,49000,47829.38672,12466250
2018-04-13,49600,50180,49400,49800,48610.26953,10278300
2018-04-16,50320,50600,49860,50340,49137.37109,7877450
2018-04-17,50240,50540,49820,49980,48785.97266,7772000
2018-04-18,51000,51360,50580,51360,50133,13462600
2018-04-19,52000,52980,51540,52780,51519.07813,17190550
2018-04-20,51800,52260,51420,51620,50386.79297,11761000
2018-04-23,51000,52080,51000,51900,50660.10547,11619000
2018-04-24,51840,51860,50080,50460,49254.50391,15770300
2018-04-25,49220,50500,49220,50400,49195.94141,16614600
2018-04-26,50420,52160,50400,52140,50894.37109,18046550
2018-04-27,53380,53640,52440,53000,51733.82422,30310800
2018-04-30,53000,53000,53000,53000,51733.82422,0
2018-05-02,53000,53000,53000,53000,51733.82422,0
2018-05-03,53000,53000,53000,53000,51733.82422,0
2018-05-04,53000,53900,51800,51900,50660.10547,39565391
2018-05-08,52600,53200,51900,52600,51343.38281,23104720
2018-05-09,52600,52800,50900,50900,49683.99219,16128305
2018-05-10,51700,51700,50600,51600,50367.26953,13905263
2018-05-11,52000,52200,51200,51300,50074.4375,10314997
2018-05-14,51000,51100,49900,50100,48903.10547,14909272
2018-05-15,50200,50400,49100,49200,48024.60547,18709146
2018-05-16,49200,50200,49150,49850,48659.07813,15918683
2018-05-17,50300,50500,49400,49400,48219.82813,10365440
2018-05-18,49900,49900,49350,49500,48317.4375,6706570
2018-05-21,49650,50200,49100,50000,48805.49609,9020998
2018-05-23,50600,52000,50400,51800,50562.49219,17095490
2018-05-24,52000,52000,51100,51400,50172.05078,8289275
2018-05-25,51000,52800,50800,52700,51440.99219,15207266
2018-05-28,52500,53000,52000,52300,51050.54688,9787820
2018-05-29,52200,52500,51300,51300,50074.4375,8480437
2018-05-30,51300,51500,49100,49500,48317.4375,20498098
2018-05-31,50400,50800,49850,50700,49488.77344,63491109
2018-06-01,50500,51700,49950,51300,50074.4375,13038499
2018-06-04,50800,51200,50700,51100,49879.21484,9767171
2018-06-05,51100,51400,50400,51300,50074.4375,9144100
2018-06-07,51800,51800,50500,50600,49391.16016,13590016
2018-06-08,50200,50400,49600,49650,48463.85938,16951706
2018-06-11,49750,50300,49350,49900,48707.88281,10571312
2018-06-12,49700,49800,49250,49400,48219.82813,12110569
2018-06-14,49000,49000,48200,48200,47048.49219,20971729
2018-06-15,48500,48700,47650,47650,46511.63672,17080892
2018-06-18,47600,47650,46200,46600,45486.71875,16661870
2018-06-19,47200,47350,46500,47000,45877.16406,15217971
2018-06-20,47450,47600,46850,47000,45877.16406,12959316
2018-06-21,47900,47900,47050,47050,45925.97266,10015541
2018-06-22,47000,47250,46200,47250,46121.19141,10298006
2018-06-25,47050,47050,46150,46650,45535.52344,10587711
2018-06-26,45900,47300,45900,47000,45877.16406,11223166
2018-06-27,47450,48500,47000,47950,46804.46875,15274752
2018-06-28,46850,47150,46600,46800,46021.70703,12784800
2018-06-29,46250,47150,46200,46650,45874.19922,14099635
2018-07-02,46500,47150,45500,45550,44792.49609,13112253
2018-07-03,45750,46450,45750,46150,45382.51563,10959655
2018-07-04,46700,47050,46050,46250,45480.85156,8776763
2018-07-05,46100,46550,45600,45950,45185.83984,7039773
2018-07-06,45500,45850,44650,44900,44153.30469,17843706
2018-07-09,45500,46100,45200,45600,44841.66016,11602464
2018-07-10,46200,46550,46100,46300,45530.01953,10528665
2018-07-11,46400,46450,45400,46000,45235.01172,11224077
2018-07-12,45900,46250,45450,45500,44743.32813,11828104
2018-07-13,45800,46500,45750,46500,45726.69531,11543389
2018-07-16,46800,46800,46000,46050,45284.17969,7678719
2018-07-17,46150,46200,45600,45850,45087.50781,8892953
2018-07-18,46700,47200,46450,46550,45775.86328,10952645
2018-07-19,47050,47200,46600,46900,46120.04297,9880128
2018-07-20,47000,47600,46700,47450,46660.89844,10474547
2018-07-23,47100,47200,46150,46500,45726.69531,10823782
2018-07-24,46350,46600,45950,46150,45382.51563,8261363
2018-07-25,46250,46550,45900,46150,45382.51563,7222471
2018-07-26,46100,47000,46000,46900,46120.04297,7374946
2018-07-27,46450,47000,46450,46900,46120.04297,4762460
2018-07-30,46550,46800,46350,46500,45726.69531,5723035
2018-07-31,46200,46450,46000,46250,45480.85156,8033607
2018-08-01,46050,46850,46050,46550,45775.86328,7484499
2018-08-02,46550,46800,45500,45550,44792.49609,8560924
2018-08-03,45850,45900,45450,45750,44989.16797,8274944
2018-08-06,46150,46150,45750,45800,45038.33594,6771979
2018-08-07,46300,46750,45900,46700,45923.37109,9058174
2018-08-08,47000,47000,46550,46800,46021.70703,6429338
2018-08-09,47000,47050,46450,46900,46120.04297,12010886
2018-08-10,46150,46400,44850,45400,44644.98828,16670643
2018-08-13,44950,45100,44650,45050,44300.80859,9803831
2018-08-14,44850,45400,44850,45150,44399.14844,6409259
2018-08-16,43800,44650,43700,44250,43514.11719,10088229
2018-08-17,44050,44400,44050,44100,43366.60938,6808747
2018-08-20,43500,44200,43500,43850,43120.76563,7289124
2018-08-21,43700,44900,43700,44800,44054.96875,9520270
2018-08-22,45150,46200,44900,46100,45333.34766,11641656
2018-08-23,46150,46200,45700,46200,45431.6875,6730918
2018-08-24,45900,46400,45550,46150,45382.51563,6582535
2018-08-27,46100,46550,46000,46300,45530.01953,5263782
2018-08-28,46800,46950,46300,46550,45775.86328,7365976
2018-08-29,46750,46800,46400,46800,46021.70703,5572374
2018-08-30,46950,47950,46700,47650,46857.57031,12193231
2018-08-31,47100,48450,47000,48450,47644.26953,13577454
2018-09-03,48200,48300,47300,47450,46660.89844,8595084
2018-09-04,47550,47800,47200,47650,46857.57031,6791255
2018-09-05,47300,47450,46400,46600,45825.03125,9139998
2018-09-06,46200,46400,45800,46100,45333.34766,9040553
2018-09-07,44500,45200,44400,44900,44153.30469,18285508
2018-09-10,45450,45550,45000,45500,44743.32813,9979838
2018-09-11,45550,45900,45050,45050,44300.80859,9865790
2018-09-12,44900,45100,44500,44550,43809.125,12995269
2018-09-13,44550,44750,44000,44050,43317.4375,18277942
2018-09-14,45000,45850,44900,45850,45087.50781,12446344
2018-09-17,45550,45800,44900,45150,44399.14844,8123384
2018-09-18,44950,45900,44700,45500,44743.32813,9987090
2018-09-19,46000,46200,45700,46150,45382.51563,9367454
2018-09-20,46850,47600,46400,47250,46464.22266,13536966
2018-09-21,46550,47550,46550,47400,46611.73047,14476906
2018-09-27,46950,47500,46450,47500,47061.53906,15804586
2018-09-28,47250,47250,46300,46450,46021.23047,11270515
2018-10-01,46450,46800,45800,46350,45922.15234,6354983
2018-10-02,46450,46700,45700,45700,45278.15234,6607188
2018-10-04,45150,45600,44700,44700,44287.38281,11865327
2018-10-05,44800,45500,44550,44700,44287.38281,10544165
2018-10-08,44200,45200,44200,44950,44535.07422,6759464
2018-10-10,45250,45500,44500,45300,44881.84375,10341349
2018-10-11,44000,44650,43100,43100,42702.15234,19324537
2018-10-12,43200,44650,43200,44000,43593.84375,12640906
2018-10-15,44050,44050,43350,43800,43395.69141,7434522
2018-10-16,43700,44150,43350,43600,43197.53906,6825677
2018-10-17,44150,44500,44000,44150,43742.46094,8306193
2018-10-18,43950,44450,43700,44050,43643.38281,8347725
2018-10-19,43900,44150,43450,43900,43494.76953,7842520
2018-10-22,43450,43950,43200,43550,43148,8357648
2018-10-23,43300,43450,42550,43050,42652.61328,9531231
2018-10-24,43050,43100,42250,42550,42157.23047,13522825
2018-10-25,40600,41550,40550,41000,40621.53906,19338170
2018-10-26,41100,41300,40400,41000,40621.53906,14413864
2018-10-29,40850,41950,40550,41400,41017.84375,14460521
2018-10-30,41400,43000,41000,42350,41959.07422,14205190
2018-10-31,42900,43350,41700,42400,42008.61328,17621480
2018-11-01,42450,42950,42150,42150,41760.92188,13423132
2018-11-02,43050,44250,42800,44150,43742.46094,16517112
2018-11-05,43750,43800,42900,43800,43395.69141,9426777
2018-11-06,43750,43800,42950,43750,43346.15234,7713625
2018-11-07,43600,44500,43400,44000,43593.84375,11553998
2018-11-08,44900,45050,44050,44050,43643.38281,12617397
2018-11-09,44450,44850,43900,44300,43891.07422,7318500
2018-11-12,43850,45250,43700,45200,44782.76953,8552566
2018-11-13,43900,44500,43400,44500,44089.23047,9311126
2018-11-14,44500,44500,43800,44100,43692.92188,6783344
2018-11-16,44600,44750,43700,44000,43593.84375,7777124
2018-11-19,44050,44250,43450,43650,43247.07422,7538720
2018-11-20,42450,43000,42100,42800,42404.92188,9420664
2018-11-21,41800,42300,41800,42100,41711.38281,10769589
2018-11-22,42000,42650,42000,42450,42058.15234,5970796
2018-11-23,42450,42600,41900,42400,42008.61328,5192638
2018-11-26,42150,42800,42100,42600,42206.76953,6613009
2018-11-27,42900,43100,42500,43050,42652.61328,8367091
2018-11-28,42800,43200,42750,43150,42751.69141,6943099
2018-11-29,43850,43850,42900,43150,42751.69141,8473511
2018-11-30,43450,44000,41750,41850,41463.69141,19775519
2018-12-03,42750,43400,42400,43250,42850.76953,12110702
2018-12-04,42650,42900,41900,42150,41760.92188,14347746
2018-12-05,40900,41750,40850,41450,41067.38281,12631983
2018-12-06,40600,41100,40450,40500,40126.15234,14251826
2018-12-07,40900,41400,40850,40950,40572,11433083
2018-12-10,40450,40650,40000,40200,39828.92188,14892263
2018-12-11,40600,40700,40200,40250,39878.46094,10638766
2018-12-12,40250,40700,40150,40450,40076.61328,12024279
2018-12-13,40650,40750,40000,40000,39630.76953,26254646
2018-12-14,40200,40200,38700,38950,38590.46094,19671783
2018-12-17,38650,39600,38650,39150,38788.61328,11532968
2018-12-18,38300,39200,38300,38900,38540.92188,11042101
2018-12-19,38900,39350,38850,39100,38739.07422,9942037
2018-12-20,38600,39100,38500,38650,38293.23047,11937617
2018-12-21,38200,38650,38100,38650,38293.23047,14947080
